股票名字;日期;<1万买;<1万卖;1万~2万买;1万~2万卖;2万~3万买;2万~3万卖;3万~4万买;3万~4万卖;4万~5万买;4万~5万卖;5万~6万买;5万~6万卖;6万~7万买;6万~7万卖;7万~8万买;7万~8万卖;8万~9万买;8万~9万卖;9万~10万买;9万~10万卖;10万~20万买;10万~20万卖;20万~30万买;20万~30万卖;30万~40万买;30万~40万卖;40万~50万买;40万~50万卖;50万~60万买;50万~60万卖;60万~70万买;60万~70万卖;70万~80万买;70万~80万卖;80万~90万买;80万~90万卖;90万~100万买;90万~100万卖;>100万买;>100万卖
300303.SZ;20160327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300303.SZ;20160328;37565276;33923357;5243853;4471950;1866044;1442022;1319220;436800;344800;991623;408800;369880;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300303.SZ;20160329;51215985;56885989;7046662;7945690;1310400;6556592;1076304;3606696;392000;1086400;1274400;855200;0;0;0;1142400;664800;668000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300303.SZ;20160330;36815779;34773404;5237420;5536687;1078016;1101967;240000;289672;0;0;0;0;451500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300303.SZ;20160331;24588024;33969400;4713256;5108464;2206584;1204000;1052552;558896;338184;0;0;0;0;0;580800;0;0;0;0;0;0;0;0;1716784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300301.SZ;20160301;28779417;26315661;6189349;4540717;1131200;2368500;180000;1021000;0;1723400;303000;1000000;0;448000;0;456726;0;560000;0;0;0;820800;0;0;0;2195200;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300301.SZ;20160302;30549679;24917788;8241076;4011746;3213534;1372500;617400;909200;0;1139300;0;0;0;0;0;0;564900;0;0;573000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300301.SZ;20160303;22673560;32620623;3653300;7323421;1083460;1814932;224700;483000;0;938700;717500;760200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300301.SZ;20160304;17678040;24027248;2813900;5393371;1573808;2247661;973200;473400;299100;596071;0;0;385800;0;0;546000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300301.SZ;20160305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300301.SZ;20160306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300301.SZ;20160307;17188747;20484580;3780949;3669877;903814;636733;233800;423600;325500;308700;0;365400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300301.SZ;20160308;30843174;24052607;7956429;3320919;2872771;1600400;497000;570000;555200;0;772100;0;0;0;0;0;0;0;0;0;982611;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300301.SZ;20160309;20109911;22836898;2606380;3491864;1306802;1524600;657300;195600;286300;280000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300301.SZ;20160310;11951485;19347598;2904126;2555817;801025;752400;180000;430430;0;0;387100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300301.SZ;20160311;16190732;12415184;2401852;2055032;1118366;414600;406200;190800;0;834600;0;321600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300301.SZ;20160312;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300301.SZ;20160313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300301.SZ;20160314;29681220;25951438;9163618;8420867;4153814;4846379;1550178;1843100;284200;292600;700000;398300;0;420000;0;0;0;0;0;683200;0;1018136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300301.SZ;20160315;17529687;30690870;3792663;7351575;1687000;2273600;1184260;908600;606305;603400;777105;0;420413;0;523614;0;628600;0;0;0;840000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300301.SZ;20160316;16221379;23095786;2337164;6670130;1179500;1352400;1401000;1178600;291900;520000;0;0;406800;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300301.SZ;20160317;40811630;26048562;9518432;5772442;5218801;3249000;2743223;1153600;1198400;605255;0;735700;0;0;0;0;582148;0;630000;0;700000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300301.SZ;20160318;46927811;34925744;11642239;9323391;5445475;2619827;3022278;1136800;913311;1129100;1532496;749700;1427300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300301.SZ;20160319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300301.SZ;20160320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300301.SZ;20160321;37439626;37888186;7074620;10467653;2434642;3386943;695100;2336544;904001;301000;1116465;1089200;0;0;0;0;0;0;0;0;828100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300301.SZ;20160322;52514272;45019917;12939436;12282276;4757378;5415459;660000;3815348;1031400;2528830;0;1772400;446600;1027980;0;504000;1176700;0;0;0;0;709800;0;0;2252600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300301.SZ;20160323;29550597;30211075;4996498;9854092;2275169;3272500;0;2275000;999700;630700;350000;1110914;0;0;514500;0;0;0;0;681800;0;700000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300301.SZ;20160324;20309835;34881357;6258126;6873965;1163246;2158142;431200;935200;943180;657307;0;735700;0;0;0;0;611653;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300301.SZ;20160325;18568529;25274564;3093300;6499619;1898911;2044000;1333500;1145200;628600;613326;363300;390600;890400;0;0;527800;0;0;697200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300301.SZ;20160326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300301.SZ;20160327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300301.SZ;20160328;20780081;29057245;4113865;6769567;2312800;3182753;1102500;1994818;632100;1210664;1421000;710500;461300;0;554750;548100;0;0;1330175;0;2146571;0;1734600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300301.SZ;20160329;16132529;20788901;2270800;4157825;463400;1582700;210000;210000;0;294700;410900;1463000;0;0;0;0;0;0;0;0;700700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300301.SZ;20160330;26008311;19986449;5688788;3946348;2467500;1273300;1129800;210000;348600;0;0;0;0;0;539700;0;0;0;0;0;0;916769;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300301.SZ;20160331;30894888;29134466;9975078;7073101;3566672;1688527;2452800;2182400;898450;987300;371000;761900;512000;0;0;495600;0;643200;779040;0;1768000;1047200;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
300302.SZ;20160301;144435322;155675910;20757685;19815014;8954555;5726590;6102906;4416358;3670334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
